Mod:Item:MetaData, Localized Name
bibliocraft:LampGold:3, Fancy Lamp
bibliocraft:LampGold:4, Fancy Lamp
bibliocraft:LampGold:5, Fancy Lamp
bibliocraft:LampGold:6, Fancy Lamp
bibliocraft:LampGold:7, Fancy Lamp
bibliocraft:LampGold:8, Fancy Lamp
bibliocraft:LampGold:9, Fancy Lamp
bibliocraft:LampGold:10, Fancy Lamp
bibliocraft:LampGold:11, Fancy Lamp
bibliocraft:LampGold:12, Fancy Lamp
bibliocraft:LampGold:13, Fancy Lamp
bibliocraft:LampGold:14, Fancy Lamp
bibliocraft:LampGold:15, Fancy Lamp
bibliocraft:LampIron:0, Fancy Lamp
bibliocraft:LampIron:1, Fancy Lamp
bibliocraft:LampIron:2, Fancy Lamp
bibliocraft:LampIron:3, Fancy Lamp
bibliocraft:LampIron:4, Fancy Lamp
bibliocraft:LampIron:5, Fancy Lamp
bibliocraft:LampIron:6, Fancy Lamp
bibliocraft:LampIron:7, Fancy Lamp
bibliocraft:LampIron:8, Fancy Lamp
bibliocraft:LampIron:9, Fancy Lamp
bibliocraft:LampIron:10, Fancy Lamp
bibliocraft:LampIron:11, Fancy Lamp
bibliocraft:LampIron:12, Fancy Lamp
bibliocraft:LampIron:13, Fancy Lamp
bibliocraft:LampIron:14, Fancy Lamp
bibliocraft:LampIron:15, Fancy Lamp
bibliocraft:FurniturePaneler:0, Oak Furniture Paneler
bibliocraft:FurniturePaneler:1, Spruce Furniture Paneler
bibliocraft:FurniturePaneler:2, Birch Furniture Paneler
bibliocraft:FurniturePaneler:3, Jungle Furniture Paneler
bibliocraft:FurniturePaneler:4, Acacia Furniture Paneler
bibliocraft:FurniturePaneler:5, Dark Oak Furniture Paneler
bibliocraft:FurniturePaneler:6, Framed Furniture Paneler
bibliocraft:FramedChest:0, Oak Framed Chest
bibliocraft:FramedChest:1, Spruce Framed Chest
bibliocraft:FramedChest:2, Birch Framed Chest
bibliocraft:FramedChest:3, Jungle Framed Chest
bibliocraft:FramedChest:4, Acacia Framed Chest
bibliocraft:FramedChest:5, Dark Oak Framed Chest
bibliocraft:FramedChest:6, Framed Framed Chest
bibliocraft:FancySign:0, Oak Fancy Sign
bibliocraft:FancySign:1, Spruce Fancy Sign
bibliocraft:FancySign:2, Birch Fancy Sign
bibliocraft:FancySign:3, Jungle Fancy Sign
bibliocraft:FancySign:4, Acacia Fancy Sign
bibliocraft:FancySign:5, Dark Oak Fancy Sign
bibliocraft:FancySign:6, Framed Fancy Sign
bibliocraft:FancyWorkbench:0, Oak Fancy Workbench
bibliocraft:FancyWorkbench:1, Spruce Fancy Workbench
bibliocraft:FancyWorkbench:2, Birch Fancy Workbench
bibliocraft:FancyWorkbench:3, Jungle Fancy Workbench
bibliocraft:FancyWorkbench:4, Acacia Fancy Workbench
bibliocraft:FancyWorkbench:5, Dark Oak Workbench
bibliocraft:FancyWorkbench:6, Framed Fancy Workbench
bibliocraft:PotionShelf:0, Oak Potion Shelf
bibliocraft:PotionShelf:1, Spruce Potion Shelf
bibliocraft:PotionShelf:2, Birch Potion Shelf
bibliocraft:PotionShelf:3, Jungle Potion Shelf
bibliocraft:PotionShelf:4, Acacia Potion Shelf
bibliocraft:PotionShelf:5, Dark Oak Potion Shelf
bibliocraft:PotionShelf:6, Framed Potion Shelf
bibliocraft:ToolRack:0, Oak Tool Rack
bibliocraft:ToolRack:1, Spruce Tool Rack
bibliocraft:ToolRack:2, Birch Tool Rack
bibliocraft:ToolRack:3, Jungle Tool Rack
bibliocraft:ToolRack:4, Acacia Tool Rack
bibliocraft:ToolRack:5, Dark Oak Tool Rack
bibliocraft:ToolRack:6, Framed Tool Rack
bibliocraft:Label:0, Oak Wood Label
bibliocraft:Label:1, Spruce Wood Label
bibliocraft:Label:2, Birch Wood Label
bibliocraft:Label:3, Jungle Wood Label
bibliocraft:Label:4, Acacia Label
bibliocraft:Label:5, Dark Oak Label
bibliocraft:Label:6, Framed Label
bibliocraft:Desk:0, Oak Desk
bibliocraft:Desk:1, Spruce Desk
bibliocraft:Desk:2, Birch Desk
bibliocraft:Desk:3, Jungle Desk
bibliocraft:Desk:4, Acacia Desk
bibliocraft:Desk:5, Dark Oak Desk
bibliocraft:Desk:6, Framed Desk
bibliocraft:Table:0, Oak Table
bibliocraft:Table:1, Spruce Table
bibliocraft:Table:2, Birch Table
bibliocraft:Table:3, Jungle Table
bibliocraft:Table:4, Acacia Table
bibliocraft:Table:5, Dark Oak Table
bibliocraft:Table:6, Framed Table
bibliocraft:Seat:0, Oak Seat
bibliocraft:Seat:1, Spruce Seat
bibliocraft:Seat:2, Birch Seat
bibliocraft:Seat:3, Jungle Seat
bibliocraft:Seat:4, Acacia Seat
bibliocraft:Seat:5, Dark Oak Seat
bibliocraft:Seat:6, Framed Seat
bibliocraft:Clock:0, Oak Clock
bibliocraft:Clock:1, Spruce Clock
bibliocraft:Clock:2, Birch Clock
bibliocraft:Clock:3, Jungle Clock
bibliocraft:Clock:4, Acacia Clock
bibliocraft:Clock:5, Dark Oak Clock
bibliocraft:Clock:6, Framed Clock
bibliocraft:Case:0, Oak Case
bibliocraft:Case:1, Spruce Case
bibliocraft:Case:2, Birch Case
bibliocraft:Case:3, Jungle Case
bibliocraft:Case:4, Acacia Case
bibliocraft:Case:5, Dark Oak Case
bibliocraft:Case:6, Framed Case
bibliocraft:MapFrame:0, Oak Map Frame
bibliocraft:MapFrame:1, Spruce Map Frame
bibliocraft:MapFrame:2, Birch Map Frame
bibliocraft:MapFrame:3, Jungle Map Frame
bibliocraft:MapFrame:4, Acacia Map Frame
bibliocraft:MapFrame:5, Dark Oak Map Frame
bibliocraft:MapFrame:6, Framed Map Frame
bibliocraft:PaintingFrameFlat:0, Oak Painting Frame
bibliocraft:PaintingFrameFlat:1, Spruce Painting Frame
bibliocraft:PaintingFrameFlat:2, Birch Painting Frame
bibliocraft:PaintingFrameFlat:3, Jungle Painting Frame
bibliocraft:PaintingFrameFlat:4, Acacia Painting Frame
bibliocraft:PaintingFrameFlat:5, Dark Oak Painting Frame
bibliocraft:PaintingFrameFlat:6, Framed Painting Frame
bibliocraft:PaintingFrameSimple:0, Oak Painting Frame
bibliocraft:PaintingFrameSimple:1, Spruce Painting Frame
bibliocraft:PaintingFrameSimple:2, Birch Painting Frame
bibliocraft:PaintingFrameSimple:3, Jungle Painting Frame
bibliocraft:PaintingFrameSimple:4, Acacia Painting Frame
bibliocraft:PaintingFrameSimple:5, Dark Oak Painting Frame
bibliocraft:PaintingFrameSimple:6, Framed Painting Frame
bibliocraft:PaintingFrameMiddle:0, Oak Painting Frame
bibliocraft:PaintingFrameMiddle:1, Spruce Painting Frame
bibliocraft:PaintingFrameMiddle:2, Birch Painting Frame
bibliocraft:PaintingFrameMiddle:3, Jungle Painting Frame
bibliocraft:PaintingFrameMiddle:4, Acacia Painting Frame
bibliocraft:PaintingFrameMiddle:5, Dark Oak Painting Frame
bibliocraft:PaintingFrameMiddle:6, Framed Painting Frame
bibliocraft:PaintingFrameFancy:0, Oak Painting Frame
bibliocraft:PaintingFrameFancy:1, Spruce Painting Frame
bibliocraft:PaintingFrameFancy:2, Birch Painting Frame
bibliocraft:PaintingFrameFancy:3, Jungle Painting Frame
bibliocraft:PaintingFrameFancy:4, Acacia Painting Frame
bibliocraft:PaintingFrameFancy:5, Dark Oak Painting Frame
bibliocraft:PaintingFrameFancy:6, Framed Painting Frame
bibliocraft:PaintingFrameBorderless:0, Oak Painting Frame
bibliocraft:PaintingFrameBorderless:1, Spruce Painting Frame
bibliocraft:PaintingFrameBorderless:2, Birch Painting Frame
bibliocraft:PaintingFrameBorderless:3, Jungle Painting Frame
bibliocraft:PaintingFrameBorderless:4, Acacia Painting Frame
bibliocraft:PaintingFrameBorderless:5, Dark Oak Painting Frame
bibliocraft:PaintingFrameBorderless:6, Framed Painting Frame
bibliocraft:PaintingPress, Painting Press
bibliocraft:Typewriter:0, White Typewriter
bibliocraft:Typewriter:1, Light Gray Typewriter
bibliocraft:Typewriter:2, Gray Typewriter
bibliocraft:Typewriter:3, Black Typewriter
bibliocraft:Typewriter:4, Red Typewriter
bibliocraft:Typewriter:5, Orange Typewriter
bibliocraft:Typewriter:6, Yellow Typewriter
bibliocraft:Typewriter:7, Lime Typewriter
bibliocraft:Typewriter:8, Green Typewriter
bibliocraft:Typewriter:9, Cyan Typewriter
bibliocraft:Typewriter:10, Light Blue Typewriter
bibliocraft:Typewriter:11, Blue Typewriter
bibliocraft:Typewriter:12, Purple Typewriter
bibliocraft:Typewriter:13, Magenta Typewriter
bibliocraft:Typewriter:14, Pink Typewriter
bibliocraft:Typewriter:15, Brown Typewriter
bibliocraft:SwordPedestal:0, Sword Pedestal
bibliocraft:SwordPedestal:1, Sword Pedestal
bibliocraft:SwordPedestal:2, Sword Pedestal
bibliocraft:SwordPedestal:3, Sword Pedestal
bibliocraft:SwordPedestal:4, Sword Pedestal
bibliocraft:SwordPedestal:5, Sword Pedestal
bibliocraft:SwordPedestal:6, Sword Pedestal
bibliocraft:SwordPedestal:7, Sword Pedestal
bibliocraft:SwordPedestal:8, Sword Pedestal
bibliocraft:SwordPedestal:9, Sword Pedestal
bibliocraft:SwordPedestal:10, Sword Pedestal
bibliocraft:SwordPedestal:11, Sword Pedestal
bibliocraft:SwordPedestal:12, Sword Pedestal
bibliocraft:SwordPedestal:13, Sword Pedestal
bibliocraft:SwordPedestal:14, Sword Pedestal
bibliocraft:SwordPedestal:15, Sword Pedestal
bibliocraft:ArmorStand:0, Oak Armor Stand
bibliocraft:ArmorStand:1, Spruce Armor Stand
bibliocraft:ArmorStand:2, Birch Armor Stand
bibliocraft:ArmorStand:3, Jungle Armor Stand
bibliocraft:ArmorStand:4, Acacia Armor Stand
bibliocraft:ArmorStand:5, Dark Oak Armor Stand
bibliocraft:ArmorStand:6, Framed Armor Stand
bibliocraft:Bell, Desk Bell
bibliocraft:TypesettingTable, Typesetting Table
bibliocraft:PrintingPress, Printing Press
bibliocraft:CookieJar, Cookie Jar
bibliocraft:DinnerPlate, Dinner Plate
bibliocraft:DiscRack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:StockroomCatalog, Stockroom Catalog
bibliocraft:PlumbLine, Plumb line
bibliocraft:FramingSaw, Framing Saw
bibliocraft:FramingBoard, Framing Board
bibliocraft:FramingSheet, Framing Sheet
bibliocraft:TesterItem, ItemStack Name Tester
bibliocraft:AtlasBook:0, Atlas
bibliocraft:AtlasPlate, Atlas Plate
bibliocraft:DeathCompass, Eternal Compass
bibliocraft:PaintingCanvas, Painting Canvas
bibliocraft:BigBook, Big Writing Book
bibliocraft:RecipeBook, Empty Recipe Book
bibliocraft:SlottedBook, Slotted Book
bibliocraft:HandDrill, Hand Drill
bibliocraft:tapeMeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:BiblioChase, Print Press Chase
bibliocraft:PrintPlate, Print Press Plate
bibliocraft:EnchantedPlate, Enchanted Plate
bibliocraft:BiblioRedBook, Redstone: Volume I
bibliocraft:BiblioGlasses:0, Reading Glasses
bibliocraft:BiblioGlasses:1, Tinted Glasses
bibliocraft:BiblioGlasses:2, Monocle
bibliocraft:BiblioDrill, Screw Gun
bibliocraft:BiblioCreativeLock, Lock and Key
bibliocraft:BiblioClipboard, Clipboard
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Bloock
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:stone:8, Polished Limestone
biomesoplenty:stone:9, Polished Siltstone
biomesoplenty:stone:10, Polished Shale
biomesoplenty:stone:0, Limestone
biomesoplenty:stone:1, Siltstone
biomesoplenty:stone:2, Shale
biomesoplenty:crag_rock:0, Crag Rock
biomesoplenty:dried_sand:0, Dried Sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:jelled_poison:0, Jelled Poison
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
